respno,refnumb,casenumb,country,v5,identity,supdem,supold,supnow,supfut,rejone,rejtrd,rejmil,rejdic,rejexp,dmpext,dmpsat,dmpvot,dmpsay,defnew,defjug,defele,spamar,spafee,sparet,spaprv,sapknw,sapmin,sapsat,occup,gender,age,educ,unemp,urbrur,medrad,medtv,mednew,povfoo,povwat,povhth,povelc,povinc,hltmen,aidexp,demoe1,demoe2,demoe3,demmaj,demspc,demele,demmpd,demnec,dememp,demedu,demgap,marsuc,marjob,marear,marrsk,marhse,marcdt,marcom,marsch,maremp,marcrm,sctrust,scint,scdsc,scund,sckloc,sckmp,sckfin,sckvp,nidprd,nidchl,gidprd,gidchl,gidbes,gidstr,pfesol,pfeemp,pfeprc,pfegap,pfenow,pfepas,pfefut,pfeerd,pfegrp,pfrsay,pfrass,pfrvot,pfreql,pfrele,pfrgpt,pfrfai,pfrall,pfrgpr,pfpcrm,pfpsaf,pfpcr1,pfpcr2,pfpcr3,pfpcr4,pfpcr5,trspre,trspol,trscts,trsarm,trsnec,trsbrd,pfgpre,pfgmp,pfgloc,pfgedu,pfghlt,pfghiv,mip1,mip2,legcon,leggov,memrel,memdev,membus,memlab,pidcls,pidwin,parvot,parcom,pariss,parral,parcam,parlet,pardem,parctg,parcti,xstronld,withinwt,acrosswt,combinwt,africawt,afcombwt,race,language,party,area,urbrur_original,urbrur_sample,region,locationlevel1,locationlevel2,townvill,eanumb,uniqueea,geoname_id,precision_code,place_name,latitude,longitude,location_type_code,geoname_adm_code,geoname_adm_name,location_class,geographic_exactness;
ZIM1826,1826,649ZIM,ZIM,12,6,1,99,99,99,1,1,1,1,1,0,1,5,6,1,1,1,4,4,4,4,1,4,1,50,2,48,1,0,1,5,4,4,2,1,1,1,1,1,1,4,0,0,1,1,1,1,1,1,1,3,1,4,4,4,1,1,1,1,1,1,2,4,0,2,1,1,1,1,5,1,1,2,1,2,1,1,1,99,1,2,2,2,1,1,4,2,1,9,2,1,1,69,1,1,99,1,1,1,3,1,3,4,2,4,9,1,1,1,3,2,99,7,9,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,3,3,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Mbare,Mbare,Harare,#NULL!,2803,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1827,1827,650ZIM,ZIM,12,1,4,99,99,99,4,2,1,1,1,9,9,1,1,0,8,0,4,3,1,1,1,4,2,50,2,18,2,1,1,5,4,1,1,0,1,3,1,0,2,0,0,0,9,9,9,9,9,9,9,9,4,4,1,4,1,1,1,1,1,1,1,3,0,1,1,9,9,1,5,5,5,5,2,5,1,1,4,99,1,1,1,3,1,5,5,4,4,3,5,2,3,997,4,2,99,3,3,3,4,3,4,4,2,4,4,3,3,3,4,4,99,19,21,4,5,1,0,0,0,2,1,1,0,4,4,4,4,0,0,0,4,1,1,1,.73587143,.73587143,1,2,0,17,Urban,,Mashonaland West,Dalyn Mine,Dalyn Mine,Kadoma,#NULL!,2941,889452,3,Kadoma District,-18.34049,29.82831,ADM2,6295630|6255146|ZW|05|889452,Earth|Africa|Zimbabwe|Mashonaland West|Kadoma District,1,1;
ZIM1828,1828,651ZIM,ZIM,12,1,1,99,99,99,2,2,1,2,2,1,1,3,1,1,1,0,5,2,3,2,1,3,4,49,1,25,2,0,1,5,5,4,1,1,1,0,0,3,2,0,0,0,3,3,1,3,1,1,1,3,5,1,4,4,4,4,1,1,4,1,2,4,0,1,5,9,1,1,5,5,5,5,1,4,5,2,1,99,2,2,2,4,4,4,4,4,4,4,5,2,3,997,1,4,99,9,4,2,3,2,4,4,4,9,4,3,3,3,4,4,99,9,9,4,4,1,1,1,1,2,1,3,2,4,2,0,4,3,0,1,1,1,1,1,.73587143,.73587143,1,6,0,17,Rural,,Mashonaland West,Golden Valley,Golden Valley,Golden Valley,#NULL!,2944,11258892,1,Golden Valley,-18.216669,29.799999,PPL,6295630|6255146|ZW|05|11258892,Earth|Africa|Zimbabwe|Mashonaland West|Golden Valley,2,1;
ZIM1829,1829,652ZIM,ZIM,12,1,4,99,99,99,1,1,1,1,2,2,2,1,1,0,0,1,4,3,3,3,1,4,1,49,2,37,1,1,1,5,5,0,2,0,1,0,2,2,1,80,0,0,1,1,1,1,1,1,1,1,3,4,3,3,4,1,8,1,4,1,9,1,2,1,9,9,9,1,4,5,4,4,1,4,1,9,1,99,1,3,9,4,2,4,4,4,1,9,5,1,1,62,1,1,99,9,9,9,2,1,2,1,4,9,3,1,9,3,2,1,99,9,10,9,3,1,1,1,0,2,1,3,2,2,2,0,0,0,0,3,9,1,1,1,.73587143,.73587143,1,995,0,17,Urban,,Mashonaland West,Dalny Mine,Dalyn Mine,Chakari,#NULL!,2940,886841,4,Mashonaland West,-17.16667,29.75,ADM1,6295630|6255146|ZW|05,Earth|Africa|Zimbabwe|Mashonaland West,1,1;
ZIM1830,1830,653ZIM,ZIM,12,1,1,99,99,99,1,5,1,4,4,1,1,1,1,1,1,0,2,2,2,4,1,4,1,45,1,30,2,0,1,5,5,3,1,5,5,0,1,2,4,1,0,0,1,4,1,1,1,1,1,1,2,2,4,3,3,4,1,3,3,4,2,2,1,2,1,1,1,1,5,5,4,4,1,2,2,2,1,99,1,3,1,3,2,4,4,3,4,3,5,2,1,5,1,2,99,3,1,1,3,1,1,2,4,9,1,1,1,2,3,1,99,15,15,2,2,1,0,1,1,2,1,3,0,0,2,0,4,0,0,0,4,1,1,1,.73587143,.73587143,1,18,0,17,Urban,,Mashonaland West,Dalny Mine,Dalyn Mine,Chakari,#NULL!,2940,886841,4,Mashonaland West,-17.16667,29.75,ADM1,6295630|6255146|ZW|05,Earth|Africa|Zimbabwe|Mashonaland West,1,1;
ZIM1831,1831,654ZIM,ZIM,12,6,1,99,99,99,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,4,1,4,1,50,2,20,99,1,1,5,5,4,0,2,0,0,1,2,1,11,0,0,1,1,1,1,1,2,3,2,4,4,4,1,1,1,1,1,4,1,2,4,0,2,9,9,1,1,1,5,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,9,5,4,1,69,1,1,99,1,1,1,4,1,1,9,1,3,2,1,1,1,2,1,99,9,19,9,1,0,0,0,0,2,1,2,0,3,1,4,4,0,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Warren Park,Warren Park,Harare,#NULL!,2810,879233,1,Warren Park,-17.83028,30.98222,PPLX,6295630|6255146|ZW|10|890299|879233,Earth|Africa|Zimbabwe|Harare|Harare|Warren Park,2,1;
ZIM1832,1832,655ZIM,ZIM,12,1,3,99,99,99,2,2,2,6,6,1,2,1,5,1,1,1,5,5,1,1,0,97,97,54,1,75,1,0,2,5,0,0,0,0,0,3,2,1,2,6,0,0,2,2,2,2,2,2,2,3,4,4,1,4,1,1,2,4,1,1,2,3,1,4,1,9,9,1,4,4,4,4,4,4,4,1,2,99,2,2,9,4,4,4,4,2,2,2,4,3,3,997,2,3,99,3,3,1,9,2,1,3,4,9,9,2,2,1,9,2,99,9,29,2,9,1,0,0,0,1,2,5,0,1,1,1,1,2,0,2,4,1,1,1,.73587143,.73587143,1,18,27,15,Rural,,Manicaland,,Bonda,,#NULL!,2812,887358,4,Manicaland,-19,32.416672,ADM1,6295630|6255146|ZW|01,Earth|Africa|Zimbabwe|Manicaland,1,1;
ZIM1833,1833,656ZIM,ZIM,12,99,3,99,99,99,2,3,4,3,4,0,1,2,3,1,1,8,2,2,2,2,0,97,97,48,1,31,2,0,1,5,5,1,2,0,1,1,1,0,1,11,0,0,1,3,2,3,4,2,1,3,2,9,5,3,2,4,2,3,4,4,2,3,0,2,1,1,1,1,2,2,2,3,4,5,4,3,1,99,1,1,1,3,99,1,2,4,5,3,3,3,1,65,2,3,99,3,1,1,3,2,2,3,2,4,1,2,4,2,1,99,99,19,9,4,5,1,1,1,1,2,1,2,1,2,1,3,2,4,0,0,3,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Harare,St Mary's,Harare,#NULL!,2799,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1834,1834,657ZIM,ZIM,12,4,3,99,99,99,2,3,4,5,3,0,4,2,2,1,1,1,2,2,2,2,99,4,3,99,2,51,1,99,1,3,3,3,1,1,1,0,1,0,2,6,0,0,1,2,3,4,2,4,1,2,2,3,2,2,4,4,4,2,3,4,2,2,1,4,1,9,9,9,5,4,1,2,3,4,3,2,3,99,1,2,3,3,3,2,3,3,4,3,3,2,1,997,2,5,99,4,1,2,4,3,2,4,1,9,3,3,2,3,2,3,99,27,19,5,2,1,1,1,1,2,1,2,2,2,4,0,2,99,0,3,9,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,St Mary's,St Mary's,Chitungwiza,#NULL!,2809,1106542,1,Chitungwiza,-18.012739,31.07555,PPL,6295630|6255146|ZW|10|1106542,Earth|Africa|Zimbabwe|Harare|Chitungwiza,2,1;
ZIM1835,1835,658ZIM,ZIM,12,6,3,99,99,99,1,1,1,1,2,9,1,1,1,0,0,0,4,4,4,4,1,4,1,99,2,27,2,1,1,5,5,4,0,1,1,1,1,0,1,11,0,0,1,2,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,99,3,2,2,9,9,9,1,4,4,1,1,1,1,3,2,1,99,1,2,2,1,99,3,4,4,4,4,4,3,1,72,4,2,99,1,3,1,4,4,1,1,3,2,1,1,1,1,4,2,99,19,9,1,4,1,1,1,0,1,0,2,0,3,0,0,4,0,0,0,4,1,1,1,.73587143,.73587143,1,18,14,23,Urban,,Harare,Zengeza,Zengeza,Chitungwiza,#NULL!,2811,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1836,1836,659ZIM,ZIM,12,6,1,99,99,99,1,2,1,1,3,1,2,3,1,1,1,1,1,4,1,3,1,4,2,60,1,21,3,1,1,5,4,5,1,1,0,1,1,1,99,1,0,0,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,4,2,3,0,2,9,9,1,1,4,4,4,2,1,1,2,2,2,99,2,2,2,3,3,3,4,4,3,2,4,3,1,72,3,3,99,2,2,2,3,2,2,3,2,3,3,2,3,3,2,2,99,19,17,4,4,1,0,1,0,2,1,2,0,4,0,0,4,0,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Zengeza,Zengeza,Chitungwiza,#NULL!,2811,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1837,1837,660ZIM,ZIM,12,6,1,99,99,99,1,1,1,1,1,0,1,2,1,1,1,1,1,4,4,2,1,4,1,49,1,23,1,0,1,5,5,1,2,1,2,2,2,2,1,1,0,0,1,1,1,1,2,1,3,1,4,4,4,4,1,4,1,1,4,1,2,1,2,2,9,9,9,1,4,4,1,1,1,2,2,2,1,99,1,1,1,1,1,1,2,1,2,3,4,1,1,72,2,1,99,1,1,1,4,4,1,1,2,9,9,1,1,1,3,2,99,15,15,2,1,1,0,0,0,2,1,2,0,3,2,4,0,3,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Mbare,Mbare,Harare,#NULL!,2803,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1838,1838,661ZIM,ZIM,12,5,1,99,99,99,1,4,1,1,5,1,1,3,4,1,1,0,2,2,1,2,1,4,1,49,2,47,1,0,1,5,5,0,2,2,2,2,2,0,1,5,0,0,2,3,1,1,1,1,1,2,4,3,3,3,1,4,4,1,1,1,2,1,2,3,98,1,9,9,5,5,2,4,3,3,5,1,1,99,1,1,1,1,2,5,5,5,4,3,5,4,1,72,1,4,99,1,2,3,2,2,3,3,4,2,3,2,2,98,4,2,99,16,5,3,2,1,1,0,0,1,2,3,0,3,3,0,0,1,0,3,1,1,1,1,.73587143,.73587143,1,20,27,23,Urban,,Harare,Warren Park,Warren Park,Harare,#NULL!,2810,879233,1,Warren Park,-17.83028,30.98222,PPLX,6295630|6255146|ZW|10|890299|879233,Earth|Africa|Zimbabwe|Harare|Harare|Warren Park,2,1;
ZIM1839,1839,662ZIM,ZIM,12,6,1,99,99,99,1,2,1,1,4,1,1,2,2,1,9,0,2,4,2,2,1,4,1,56,1,37,2,0,1,5,1,4,1,1,0,1,2,0,2,1,0,0,1,1,3,1,1,1,1,1,4,3,3,1,4,3,4,4,1,4,2,3,1,2,98,9,1,1,5,5,5,5,3,4,3,1,1,99,1,1,2,2,1,4,4,4,4,9,5,2,1,72,1,3,99,1,1,1,9,2,1,2,4,1,1,1,9,6,3,1,99,9,15,2,1,0,0,1,1,2,1,3,3,2,0,0,0,3,0,0,1,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Warren Park,Warren Park,Harare,#NULL!,2810,879233,1,Warren Park,-17.83028,30.98222,PPLX,6295630|6255146|ZW|10|890299|879233,Earth|Africa|Zimbabwe|Harare|Harare|Warren Park,2,1;
ZIM1840,1840,663ZIM,ZIM,12,4,2,99,99,99,2,2,1,1,3,2,1,3,4,0,0,0,4,3,1,1,1,4,1,48,2,67,1,1,1,5,5,4,1,1,2,1,2,3,1,1,0,0,2,2,1,2,1,1,1,2,4,4,1,3,4,4,4,1,1,4,2,2,0,3,1,1,9,1,5,4,5,5,4,5,2,3,2,99,3,3,3,3,5,5,5,5,5,3,4,5,9,997,2,5,99,2,3,2,9,9,4,4,4,9,4,9,1,2,4,1,99,1,17,3,3,1,1,0,0,1,2,3,3,1,0,0,0,1,0,99,1,1,1,1,.73587143,.73587143,1,18,27,23,Urban,,Harare,St Mary's,St Mary's,Chitungwiza,#NULL!,2809,1106542,1,Chitungwiza,-18.012739,31.07555,PPL,6295630|6255146|ZW|10|1106542,Earth|Africa|Zimbabwe|Harare|Chitungwiza,2,1;
ZIM1841,1841,664ZIM,ZIM,12,6,1,99,99,99,1,2,1,3,4,1,2,4,3,1,1,1,3,4,1,4,1,4,1,47,1,29,2,2,1,5,5,5,2,1,2,1,1,3,2,1,0,0,4,2,3,1,3,4,3,2,3,4,4,3,2,99,3,4,4,4,1,1,2,1,98,1,1,1,4,4,1,2,4,5,3,3,2,99,1,1,1,4,2,1,3,1,4,1,2,2,1,69,3,2,99,2,2,2,4,2,3,4,2,2,1,2,2,6,1,4,99,9,9,3,2,1,0,1,0,3,1,1,0,3,2,4,1,3,0,3,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Warren Park,Warren Park,Harare,#NULL!,2810,879233,1,Warren Park,-17.83028,30.98222,PPLX,6295630|6255146|ZW|10|890299|879233,Earth|Africa|Zimbabwe|Harare|Harare|Warren Park,2,1;
ZIM1842,1842,665ZIM,ZIM,12,6,2,99,99,99,4,3,2,3,4,1,5,4,2,1,99,1,4,3,3,2,0,97,97,15,2,19,2,0,1,5,5,5,5,1,1,0,2,1,2,80,0,0,1,1,4,3,4,3,2,1,4,4,2,3,1,4,3,1,1,1,1,2,1,5,98,9,9,9,3,3,4,3,5,4,2,2,3,99,1,1,1,3,1,1,3,3,2,2,2,3,3,997,1,4,99,1,1,9,1,2,2,4,3,3,2,1,3,6,3,4,99,5,34,4,5,1,1,1,1,2,1,2,2,1,0,0,0,3,0,0,1,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Warren Park,Warren Park,Harare,#NULL!,2810,879233,1,Warren Park,-17.83028,30.98222,PPLX,6295630|6255146|ZW|10|890299|879233,Earth|Africa|Zimbabwe|Harare|Harare|Warren Park,2,1;
ZIM1843,1843,666ZIM,ZIM,12,6,1,99,99,99,2,2,1,1,4,0,1,4,3,1,1,1,1,4,1,4,1,4,1,12,1,36,3,0,1,5,5,5,1,1,1,1,1,1,1,7,1,0,2,2,2,1,2,2,2,1,1,1,1,4,4,1,4,4,4,4,2,3,1,2,9,5,1,1,4,4,2,2,2,4,2,1,1,99,2,2,1,1,3,3,4,4,3,1,4,3,3,997,2,2,99,2,2,2,2,1,3,3,2,1,2,2,2,2,3,3,99,19,9,2,1,0,0,0,1,1,8,2,2,2,2,4,4,1,0,0,4,1,1,1,.73587143,.73587143,1,18,998,17,Rural,,Mashonaland West,Chebanga,Chebanga,Mhangura,#NULL!,2938,886146,1,Mangula,-16.893869,30.16828,PPL,6295630|6255146|ZW|05|886146,Earth|Africa|Zimbabwe|Mashonaland West|Mangula,2,1;
ZIM1844,1844,667ZIM,ZIM,12,2,1,99,99,99,2,3,1,1,4,0,2,1,2,0,0,0,5,3,1,1,1,4,2,60,2,41,0,1,1,5,5,3,1,1,1,1,1,2,1,3,6,0,1,2,2,2,1,1,2,2,5,1,1,4,4,4,4,4,4,4,2,4,0,2,9,5,5,1,4,4,4,4,3,4,2,2,1,99,1,1,1,1,3,3,4,4,3,2,4,3,1,65,3,2,99,2,3,3,2,2,2,3,3,2,3,2,2,2,3,3,99,19,9,2,1,1,1,0,0,2,1,3,0,1,2,4,0,0,0,0,4,1,1,1,.73587143,.73587143,1,18,0,17,Rural,,Mashonaland West,Chebanga,Chebanga,Mhangura,#NULL!,2938,886146,1,Mangula,-16.893869,30.16828,PPL,6295630|6255146|ZW|05|886146,Earth|Africa|Zimbabwe|Mashonaland West|Mangula,2,1;
ZIM1845,1845,668ZIM,ZIM,12,1,1,99,99,99,2,4,1,2,4,0,0,1,1,0,0,0,2,4,1,1,1,4,1,60,2,28,2,1,2,3,0,0,0,2,0,3,0,1,2,80,0,0,2,1,1,3,1,1,2,2,4,4,1,4,1,1,1,1,1,1,2,2,2,2,1,1,9,9,4,4,5,5,3,3,1,2,2,99,1,1,1,2,1,1,2,4,1,1,5,1,1,18,2,2,99,1,1,1,1,1,1,1,2,3,4,1,1,1,2,2,99,5,9,4,4,0,1,1,0,2,1,1,0,2,0,0,4,0,0,0,4,1,1,1,.73587143,.73587143,1,9,0,20,Rural,,Matabeleland South,Maleya,Mazeya Insiza,Rura,#NULL!,3104,889793,3,Insiza District,-20.264311,29.473921,ADM2,6295630|6255146|ZW|07|889793,Earth|Africa|Zimbabwe|Matabeleland South Province|Insiza District,1,1;
ZIM1846,1846,669ZIM,ZIM,12,5,2,99,99,99,4,1,4,3,5,9,0,1,1,0,0,0,5,1,3,4,1,4,1,53,1,45,1,1,2,5,3,5,1,1,1,1,1,2,1,0,0,0,9,1,1,2,1,2,1,3,1,1,4,4,4,4,4,1,4,1,2,2,2,1,1,1,9,1,5,5,5,5,5,5,1,2,1,99,1,1,1,2,2,4,2,1,2,9,5,4,1,18,1,1,99,1,1,1,1,1,1,1,4,1,2,2,9,9,1,1,99,9,5,1,1,1,1,1,0,1,0,2,3,3,3,1,4,1,2,1,3,1,1,1,.73587143,.73587143,3,9,22,20,Rural,,Matabeleland South,Maleya,Mazeya Insiza,Rural,#NULL!,3104,889793,3,Insiza District,-20.264311,29.473921,ADM2,6295630|6255146|ZW|07|889793,Earth|Africa|Zimbabwe|Matabeleland South Province|Insiza District,1,1;
ZIM1847,1847,670ZIM,ZIM,12,98,4,99,99,99,6,6,6,6,6,9,9,4,4,0,0,0,2,2,2,3,0,97,97,60,1,39,0,1,2,5,5,5,0,0,0,3,0,0,1,0,0,0,9,9,9,9,9,9,9,9,2,4,2,4,3,8,8,4,4,1,1,4,0,2,1,9,9,9,98,98,98,98,98,98,6,4,4,99,4,3,9,3,98,6,6,6,6,4,98,98,3,997,4,6,99,9,9,9,9,9,4,9,3,9,9,9,9,3,4,4,99,96,29,9,3,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,9,1,1,1,.73587143,.73587143,1,9,0,20,Rural,,Matabeleland South,Rural,Kezi,Kezi,#NULL!,3115,888965,1,Kezi,-20.91131,28.470881,PPL,6295630|6255146|ZW|07|888965,Earth|Africa|Zimbabwe|Matabeleland South Province|Kezi,2,1;
ZIM1848,1848,671ZIM,ZIM,12,98,4,99,99,99,1,1,1,1,3,9,9,2,5,9,9,0,1,5,1,3,0,97,97,60,2,40,1,1,2,0,0,0,1,1,1,0,2,2,2,80,0,0,9,9,9,9,9,9,9,9,4,4,4,4,3,1,1,4,1,1,2,3,1,1,1,9,9,1,98,98,98,98,98,98,4,1,1,99,2,2,1,1,98,5,4,5,4,4,98,98,9,3,3,3,99,9,9,9,9,2,3,9,9,9,9,2,2,9,3,2,99,10,7,9,3,1,0,0,0,2,1,3,0,0,0,0,0,0,2,0,9,1,1,1,.73587143,.73587143,1,9,0,20,Rural,,Matabeleland South,Rural,Kezi,Kezi rural,#NULL!,3115,888965,1,Kezi,-20.91131,28.470881,PPL,6295630|6255146|ZW|07|888965,Earth|Africa|Zimbabwe|Matabeleland South Province|Kezi,2,1;
ZIM1849,1849,672ZIM,ZIM,12,5,1,99,99,99,1,2,1,1,5,0,2,3,1,1,1,1,3,2,4,4,1,4,2,55,2,37,1,1,2,4,0,0,1,1,1,3,1,1,2,3,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,2,4,0,1,1,1,9,1,5,5,99,99,99,2,2,1,1,99,1,2,2,2,1,4,4,5,4,2,5,1,3,997,1,5,99,2,3,3,5,2,4,4,2,2,4,2,3,3,3,1,99,9,19,4,1,1,1,0,0,2,1,3,2,2,1,0,4,0,0,1,4,1,1,1,.73587143,.73587143,1,9,0,21,Rural,,Matabeleland North,Lukosi rural,Lukosi,rural,#NULL!,3079,886748,4,Matabeleland North,-18.83333,27.41667,ADM1,6295630|6255146|ZW|06,Earth|Africa|Zimbabwe|Matabeleland North,1,1;
ZIM1850,1850,673ZIM,ZIM,12,2,1,99,99,99,1,4,1,1,4,0,2,4,1,1,1,1,1,4,4,4,1,4,1,12,1,39,3,0,2,5,5,5,0,0,1,0,0,1,1,7,4,0,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,1,2,4,1,1,1,1,2,4,5,3,5,5,2,1,1,99,1,2,2,3,2,5,3,3,3,2,5,2,1,18,1,2,99,2,1,1,1,2,2,3,1,1,2,2,2,2,3,1,99,34,18,1,1,1,0,0,0,2,1,3,0,4,1,0,4,4,0,0,4,1,1,1,.73587143,.73587143,1,9,0,21,Rural,,Matabeleland North,Lukosi,Lukosi,Rural,#NULL!,3079,886748,4,Matabeleland North,-18.83333,27.41667,ADM1,6295630|6255146|ZW|06,Earth|Africa|Zimbabwe|Matabeleland North,1,1;
ZIM1851,1851,674ZIM,ZIM,12,6,1,99,99,99,2,2,1,1,4,2,1,2,1,0,0,0,3,2,2,2,1,4,1,60,1,44,2,1,2,3,0,0,2,1,2,3,2,2,4,4,0,0,1,3,2,2,1,1,2,3,4,5,4,4,3,1,1,1,1,1,2,3,1,1,1,1,9,9,5,5,1,1,1,4,1,1,1,99,1,1,1,2,1,4,4,3,2,3,5,1,1,18,3,1,99,1,1,1,2,9,2,2,2,2,2,9,2,2,2,1,99,19,31,2,2,1,1,1,0,2,1,2,0,4,0,0,0,0,0,0,4,1,1,1,.73587143,.73587143,1,995,0,22,Rural,,Masvingo,Lukosi,Lukosi,Rural,#NULL!,3020,886761,4,Masvingo Province,-20.6,31.4,ADM1,6295630|6255146|ZW|08,Earth|Africa|Zimbabwe|Masvingo Province,1,1;
ZIM1852,1852,675ZIM,ZIM,12,10,1,99,99,99,1,4,1,1,4,0,2,1,2,1,1,1,5,1,2,2,1,3,1,53,1,40,1,1,2,4,0,0,2,1,1,3,2,1,2,80,0,0,1,1,1,1,1,1,1,1,4,4,4,1,4,1,1,1,1,4,2,1,2,4,9,1,1,1,2,4,5,5,5,5,2,4,1,99,1,1,1,1,2,5,3,3,3,2,5,2,1,18,1,2,99,2,2,2,1,2,1,1,1,2,2,2,2,2,3,1,99,18,36,1,1,1,1,0,0,2,1,3,0,4,1,0,4,4,0,0,4,1,1,1,.73587143,.73587143,1,995,0,21,Rural,,Matabeleland North,Lukozi - Rural,Lwendulu Hwange,Rural,#NULL!,3079,886748,4,Matabeleland North,-18.83333,27.41667,ADM1,6295630|6255146|ZW|06,Earth|Africa|Zimbabwe|Matabeleland North,1,1;
ZIM1853,1853,676ZIM,ZIM,12,6,1,99,99,99,1,1,1,1,5,9,1,4,2,1,1,1,1,4,4,4,1,4,1,12,2,52,3,0,1,5,5,5,0,0,0,0,0,3,1,1,0,0,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,2,1,2,99,1,1,1,5,5,4,2,3,5,2,2,2,99,1,1,1,1,3,4,4,4,2,2,5,2,9,997,3,4,99,2,2,2,2,2,2,3,2,2,2,1,2,3,2,2,99,16,19,1,1,1,1,1,1,2,1,1,1,2,1,0,4,1,0,0,4,1,1,1,.73587143,.73587143,1,995,0,21,Rural,,Matabeleland North,Lwendulu,Lwendulu Hwange,Hwange,#NULL!,3078,889942,1,Hwange,-18.36446,26.49877,PPL,6295630|6255146|ZW|06|889941|889942,Earth|Africa|Zimbabwe|Matabeleland North|Hwange District|Hwange,2,1;
ZIM1854,1854,677ZIM,ZIM,12,6,1,99,99,99,1,1,1,1,5,0,1,4,1,1,1,1,1,4,4,4,1,4,1,12,1,23,3,99,1,5,5,5,0,0,0,0,0,3,2,1,1,1,4,2,1,1,1,1,1,1,1,1,1,4,4,4,1,4,4,4,2,1,2,1,9,99,1,1,5,5,2,2,2,2,3,2,2,99,1,1,1,1,3,3,3,3,3,1,5,2,1,65,2,3,99,1,1,3,2,1,2,3,1,1,1,1,1,2,2,2,99,19,9,1,1,1,0,0,0,1,0,1,0,4,0,2,0,4,0,0,4,1,1,1,.73587143,.73587143,1,18,14,21,Rural,,Matabeleland North,Lwendulu,Lwendulu Hwange,Hwange,#NULL!,3078,889942,1,Hwange,-18.36446,26.49877,PPL,6295630|6255146|ZW|06|889941|889942,Earth|Africa|Zimbabwe|Matabeleland North|Hwange District|Hwange,2,1;
ZIM1855,1855,678ZIM,ZIM,12,4,1,99,99,99,2,2,1,1,2,0,1,4,1,1,1,1,2,4,4,99,1,4,1,99,1,29,2,1,1,5,4,5,1,0,2,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,4,2,2,3,4,4,4,4,4,4,2,3,1,2,1,9,9,1,5,5,5,5,5,5,1,1,1,99,1,2,2,3,3,4,4,5,5,2,5,4,3,997,1,2,99,2,2,2,2,2,3,3,3,4,3,2,3,2,1,1,99,1,9,4,1,1,1,0,0,2,1,3,0,4,4,4,4,4,2,0,4,1,1,1,.73587143,.73587143,1,18,0,16,Urban,,Midlands,Mkoba,Mkoba,Gweru,#NULL!,3170,890422,1,Gweru,-19.450001,29.816669,PPLA,6295630|6255146|ZW|02|890422,Earth|Africa|Zimbabwe|Midlands Province|Gweru,2,1;
ZIM1856,1856,679ZIM,ZIM,12,4,1,99,99,99,1,1,1,1,4,1,2,2,1,99,1,1,3,1,2,3,1,4,1,50,1,27,2,1,1,5,5,4,1,1,1,1,2,1,1,1,0,0,2,2,2,3,2,1,3,3,4,4,2,3,1,1,1,1,1,1,2,3,1,2,1,1,1,1,5,5,4,4,3,5,1,1,1,99,2,2,2,2,3,4,4,4,3,4,5,3,1,18,4,3,99,1,1,1,2,2,3,2,2,9,3,1,2,3,2,2,99,9,19,4,2,1,0,0,0,2,1,1,0,4,0,0,0,1,0,0,4,1,1,1,.73587143,.73587143,1,18,0,16,Urban,,Midlands,Mkoba,Mkoba,Gweru,#NULL!,3170,890422,1,Gweru,-19.450001,29.816669,PPLA,6295630|6255146|ZW|02|890422,Earth|Africa|Zimbabwe|Midlands Province|Gweru,2,1;
