respno,refnumb,casenumb,country,v5,identity,supdem,supold,supnow,supfut,rejone,rejtrd,rejmil,rejdic,rejexp,dmpext,dmpsat,dmpvot,dmpsay,defnew,defjug,defele,spamar,spafee,sparet,spaprv,sapknw,sapmin,sapsat,occup,gender,age,educ,unemp,urbrur,medrad,medtv,mednew,povfoo,povwat,povhth,povelc,povinc,hltmen,aidexp,demoe1,demoe2,demoe3,demmaj,demspc,demele,demmpd,demnec,dememp,demedu,demgap,marsuc,marjob,marear,marrsk,marhse,marcdt,marcom,marsch,maremp,marcrm,sctrust,scint,scdsc,scund,sckloc,sckmp,sckfin,sckvp,nidprd,nidchl,gidprd,gidchl,gidbes,gidstr,pfesol,pfeemp,pfeprc,pfegap,pfenow,pfepas,pfefut,pfeerd,pfegrp,pfrsay,pfrass,pfrvot,pfreql,pfrele,pfrgpt,pfrfai,pfrall,pfrgpr,pfpcrm,pfpsaf,pfpcr1,pfpcr2,pfpcr3,pfpcr4,pfpcr5,trspre,trspol,trscts,trsarm,trsnec,trsbrd,pfgpre,pfgmp,pfgloc,pfgedu,pfghlt,pfghiv,mip1,mip2,legcon,leggov,memrel,memdev,membus,memlab,pidcls,pidwin,parvot,parcom,pariss,parral,parcam,parlet,pardem,parctg,parcti,xstronld,withinwt,acrosswt,combinwt,africawt,afcombwt,race,language,party,area,urbrur_original,urbrur_sample,region,locationlevel1,locationlevel2,townvill,eanumb,uniqueea,geoname_id,precision_code,place_name,latitude,longitude,location_type_code,geoname_adm_code,geoname_adm_name,location_class,geographic_exactness;
ZIM1386,1386,208ZIM,ZIM,12,4,1,99,99,99,2,2,2,2,2,9,2,4,5,0,0,0,1,4,1,4,1,4,2,55,2,22,1,0,1,4,0,4,0,1,1,1,1,3,1,11,0,0,1,1,2,1,2,2,1,2,1,1,1,4,2,1,1,2,1,2,2,2,1,3,9,9,9,9,5,5,5,5,3,5,4,3,1,99,2,1,1,3,3,2,2,2,2,9,5,3,3,997,3,2,99,9,9,9,9,9,3,9,3,9,3,9,9,9,1,3,99,9,35,2,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Haig Park,Haig Park,Harare,#NULL!,2798,890370,1,Haig Park,-17.797779,30.992781,PPLX,6295630|6255146|ZW|10|890299|890370,Earth|Africa|Zimbabwe|Harare|Harare|Haig Park,2,1;
ZIM1387,1387,210ZIM,ZIM,12,1,4,99,99,99,1,1,1,1,1,1,1,4,1,0,1,0,1,1,1,1,1,4,1,49,1,45,2,0,1,4,0,0,2,1,2,2,1,3,1,0,0,0,1,1,1,2,1,2,2,1,4,4,4,1,1,1,1,1,1,1,2,2,2,1,9,9,1,1,5,5,5,5,5,5,2,1,1,99,5,2,1,5,3,2,4,3,2,1,5,3,1,62,1,2,99,1,2,1,1,1,2,2,2,1,1,1,2,9,3,1,99,19,34,1,1,1,1,1,1,1,2,99,2,4,4,4,4,0,0,0,4,1,1,1,.73587143,.73587143,1,18,27,23,Urban,,Harare,Avondale,Avondale,Harare,#NULL!,2782,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1388,1388,211ZIM,ZIM,12,1,1,99,99,99,1,1,1,1,1,3,4,4,4,1,1,1,1,4,4,1,1,1,2,47,1,66,3,0,99,5,5,5,0,0,0,0,0,0,1,11,0,0,3,2,2,2,2,2,2,3,1,3,4,3,4,4,4,4,4,4,1,1,2,3,9,9,1,1,3,3,3,3,3,3,4,3,3,99,1,1,1,1,3,4,4,4,4,2,3,3,1,62,3,4,99,1,1,1,2,1,1,3,3,3,3,1,1,1,3,3,99,9,9,1,1,0,0,0,0,2,1,1,0,1,1,1,0,1,0,2,1,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Avondale,Avondale,Harare,#NULL!,2782,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1389,1389,212ZIM,ZIM,12,6,1,99,99,99,1,1,1,1,1,0,1,1,1,1,1,1,4,1,4,4,1,4,1,48,1,19,2,1,1,5,5,5,1,1,1,1,2,3,1,1,0,0,1,1,2,2,1,1,2,2,1,1,4,4,2,1,1,4,4,1,2,1,1,2,9,1,1,1,5,4,4,4,3,4,2,2,1,99,1,1,1,3,4,4,4,4,4,3,5,2,1,69,3,4,99,1,1,1,1,4,2,3,3,9,1,1,1,1,3,1,99,16,17,2,1,1,0,0,0,2,1,2,3,4,0,0,4,0,0,3,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Budiriro,Budiriro,Harare,#NULL!,2784,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1390,1390,213ZIM,ZIM,12,6,1,99,99,99,1,1,1,2,1,9,1,5,1,1,1,1,1,4,1,1,1,4,1,60,1,29,3,1,1,5,0,5,2,2,1,0,1,3,1,11,0,0,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,99,3,0,2,9,9,1,1,4,4,1,1,1,4,2,3,2,99,1,2,2,2,3,1,4,5,2,1,5,3,1,71,3,2,99,3,3,1,4,2,3,4,2,4,4,3,1,6,1,2,99,19,9,1,4,0,0,0,0,1,0,1,0,3,4,4,4,9,3,3,1,1,1,1,.73587143,.73587143,1,18,14,23,Urban,,Harare,St Mary's,St Mary's,Chitungwiza,#NULL!,2809,1106542,1,Chitungwiza,-18.012739,31.07555,PPL,6295630|6255146|ZW|10|1106542,Earth|Africa|Zimbabwe|Harare|Chitungwiza,2,1;
ZIM1391,1391,214ZIM,ZIM,12,4,1,99,99,99,3,3,2,4,3,9,9,1,99,0,0,0,4,1,4,99,1,4,1,55,2,26,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,2,2,2,2,1,1,2,2,4,4,4,1,1,1,4,1,4,1,2,4,0,99,5,5,5,5,4,9,5,5,5,5,4,3,1,99,1,1,1,4,5,2,4,4,2,9,4,5,1,999,1,3,99,9,9,9,2,1,3,3,2,9,9,1,9,99,2,1,99,16,9,3,3,1,0,0,0,2,1,5,0,2,0,0,0,0,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Hatfield,Hatfield,Harare,#NULL!,2800,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1392,1392,215ZIM,ZIM,12,5,1,99,99,99,1,1,1,1,1,3,0,1,1,0,1,1,4,4,4,4,1,4,1,99,2,38,0,99,2,4,4,3,2,2,1,2,2,2,1,4,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,4,4,4,2,4,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,99,1,1,1,1,1,4,4,4,4,1,5,1,1,63,1,4,99,1,1,1,1,1,1,1,2,9,9,1,1,1,1,1,99,9,2,1,1,1,0,0,0,1,2,4,0,3,2,2,1,4,3,1,1,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,Bikita - Rural,Bikita,Rural,#NULL!,2989,895082,1,Bikita,-20.08213,31.623159,PPL,6295630|6255146|ZW|08|895082,Earth|Africa|Zimbabwe|Masvingo Province|Bikita,2,1;
ZIM1393,1393,216ZIM,ZIM,12,10,3,99,99,99,2,4,2,4,6,3,4,2,4,8,1,1,2,4,4,1,1,3,2,56,1,27,3,0,1,5,3,1,2,0,2,5,1,3,1,80,0,0,2,3,4,9,99,3,1,2,3,3,4,1,1,1,4,1,2,4,1,2,1,5,9,9,9,1,3,1,1,3,5,9,1,99,2,99,1,2,2,2,3,2,3,5,2,3,3,2,1,71,3,4,99,3,4,3,3,9,2,3,1,4,2,2,2,1,2,1,99,16,19,1,3,1,0,1,1,2,1,2,9,3,2,4,1,2,0,0,3,1,1,1,.73587143,.73587143,1,18,0,22,Rural,,Masvingo,Buffalo Range,Buffalo Ranch,,#NULL!,2992,886761,4,Masvingo Province,-20.6,31.4,ADM1,6295630|6255146|ZW|08,Earth|Africa|Zimbabwe|Masvingo Province,1,1;
ZIM1394,1394,217ZIM,ZIM,12,1,1,99,99,99,1,5,1,1,5,0,0,4,1,0,0,0,4,4,4,1,1,4,1,55,1,43,1,0,99,5,0,3,2,0,0,0,2,0,1,10,11,0,1,1,1,1,1,1,1,1,4,4,1,4,1,1,8,1,4,4,2,1,2,1,9,9,1,1,5,5,5,5,3,3,4,1,1,99,1,1,1,1,3,4,4,4,4,4,5,3,3,997,3,4,99,1,9,9,5,1,4,4,4,4,4,1,1,1,4,1,99,9,9,9,1,1,0,0,0,1,2,3,0,4,3,4,4,0,0,0,4,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,Buffalo Range,Buffalo Range,Triangle,#NULL!,2993,880015,1,Triangle,-21.033331,31.450001,PPL,6295630|6255146|ZW|08|893482|880015,Earth|Africa|Zimbabwe|Masvingo Province|Chiredzi District|Triangle,2,1;
ZIM1395,1395,218ZIM,ZIM,12,6,4,99,99,99,3,3,3,3,5,9,9,2,2,0,0,0,9,3,5,4,3,97,9,14,2,24,3,1,1,0,4,3,0,0,0,0,1,0,2,3,0,0,1,1,1,1,1,1,1,1,1,1,3,4,1,1,8,1,4,4,2,4,1,1,9,9,9,1,1,3,4,4,3,3,2,2,1,99,2,2,1,3,9,2,2,2,2,9,5,9,3,997,2,2,99,1,2,3,2,1,3,4,1,1,3,1,1,6,2,2,99,5,16,9,9,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,.73587143,.73587143,4,6,0,22,Rural,,Masvingo,Buffalo Range,Buffalo Range,Triangle,#NULL!,2993,880015,1,Triangle,-21.033331,31.450001,PPL,6295630|6255146|ZW|08|893482|880015,Earth|Africa|Zimbabwe|Masvingo Province|Chiredzi District|Triangle,2,1;
ZIM1396,1396,219ZIM,ZIM,12,4,1,99,99,99,3,1,1,1,5,3,0,1,5,0,0,0,4,4,1,1,0,97,97,60,2,21,2,1,2,0,0,0,2,1,0,3,1,0,2,11,0,0,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,4,2,4,0,4,1,1,9,9,5,99,5,5,3,3,4,1,3,99,1,1,1,1,3,4,4,4,4,4,5,5,3,997,3,4,99,9,9,3,3,3,4,4,4,4,4,3,3,3,3,3,99,9,19,3,1,1,1,0,0,1,2,3,0,3,3,0,0,0,3,3,4,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,Bhusumani,Ngundu Halt,Ngundu Halt,#NULL!,2986,884322,1,Ngundu Halt,-20.793739,30.80204,PPL,6295630|6255146|ZW|08|884322,Earth|Africa|Zimbabwe|Masvingo Province|Ngundu Halt,2,1;
ZIM1397,1397,220ZIM,ZIM,12,99,2,99,99,99,2,2,2,4,5,1,2,1,2,8,1,1,2,3,3,3,1,3,2,99,1,32,3,0,2,5,0,3,0,1,1,0,0,1,2,4,0,0,2,1,4,1,2,99,2,2,4,2,3,2,3,1,3,4,4,1,1,4,0,2,1,1,1,1,5,2,1,2,3,4,2,3,9,99,2,1,1,1,2,1,3,2,3,3,4,2,9,997,3,4,99,9,9,9,5,9,3,4,1,3,2,9,9,9,1,2,99,16,19,3,2,0,1,1,0,2,1,3,3,3,4,9,3,3,0,0,4,1,1,1,.73587143,.73587143,1,18,0,16,Rural,,Midlands,Mrengwa Mabura - Rural,Makuva,,#NULL!,3171,887641,1,Makuva School,-20.88261,30.0793,SCH,6295630|6255146|ZW|02|887641,Earth|Africa|Zimbabwe|Midlands Province|Makuva School,3,1;
ZIM1398,1398,221ZIM,ZIM,12,5,2,99,99,99,1,1,4,2,5,0,1,1,3,0,0,0,4,2,4,2,1,4,1,99,1,52,1,0,2,0,0,0,2,0,2,0,2,3,1,4,0,0,1,1,1,2,2,2,1,1,4,3,4,4,3,4,4,4,1,4,2,3,1,2,1,1,9,9,5,4,5,4,5,4,5,1,1,99,1,1,1,1,3,4,5,4,4,4,4,1,1,64,3,5,99,2,1,1,1,2,4,3,4,1,3,2,1,2,3,3,99,7,31,3,3,0,0,0,0,2,1,2,0,3,0,0,0,0,2,1,3,1,1,1,.73587143,.73587143,1,18,0,22,Rural,,Masvingo,Tazemba,Mapanzure,Mapanzure Bc,#NULL!,3064,11258502,1,Mapanzure,-20.39962,30.86639,PPL,6295630|6255146|ZW|08|11258502,Earth|Africa|Zimbabwe|Masvingo Province|Mapanzure,2,1;
ZIM1399,1399,222ZIM,ZIM,12,1,1,99,99,99,1,4,1,1,4,2,1,2,4,1,8,1,4,3,1,2,1,4,1,99,2,57,1,0,2,0,0,0,0,2,0,2,2,0,3,11,4,0,1,1,1,4,1,1,1,3,4,4,3,3,4,4,4,4,1,4,2,2,2,3,1,1,9,9,5,5,3,3,3,3,4,1,1,99,1,1,9,2,3,4,4,4,5,3,5,3,3,997,3,4,99,2,9,9,2,2,4,4,4,4,2,3,2,3,3,3,99,9,35,3,3,0,0,0,0,1,2,3,0,3,3,3,0,0,3,1,4,1,1,1,.73587143,.73587143,1,18,27,16,Rural,,Midlands,Matedzi,Matedzi,Chief Mufushwa,#NULL!,3160,886119,4,Midlands Province,-19.200001,29.799999,ADM1,6295630|6255146|ZW|02,Earth|Africa|Zimbabwe|Midlands Province,1,1;
ZIM1400,1400,223ZIM,ZIM,12,5,1,99,99,99,1,1,4,1,1,0,1,4,1,99,1,1,1,1,1,4,1,4,1,99,1,24,1,1,2,1,0,0,2,0,2,3,2,2,1,1,0,0,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,2,4,1,4,1,1,9,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,4,1,1,1,5,1,1,67,2,1,99,1,1,1,1,1,1,9,1,9,9,1,1,1,1,1,99,9,19,1,1,1,0,1,0,1,2,1,0,1,4,4,0,0,3,0,4,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,,Mapanzure,,#NULL!,2973,11258502,1,Mapanzure,-20.39962,30.86639,PPL,6295630|6255146|ZW|08|11258502,Earth|Africa|Zimbabwe|Masvingo Province|Mapanzure,2,1;
ZIM1401,1401,224ZIM,ZIM,12,5,3,99,99,99,1,1,1,1,1,1,1,4,1,1,1,0,4,4,4,4,1,4,1,99,1,30,1,0,2,5,4,0,2,2,2,2,2,2,1,11,0,0,1,1,1,1,1,1,1,1,1,4,4,4,4,3,1,4,4,1,2,3,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,99,1,1,1,1,1,4,4,2,3,1,5,1,1,72,1,2,99,1,1,1,1,1,2,1,3,9,4,1,1,1,1,1,99,35,9,1,1,1,1,1,0,1,2,2,0,0,1,3,0,0,1,0,99,1,1,1,.73587143,.73587143,1,18,27,15,Rural,,Manicaland,Bepe,Bepe,,#NULL!,2844,894712,1,Buhera,-19.32082,31.43959,PPL,6295630|6255146|ZW|01|894712,Earth|Africa|Zimbabwe|Manicaland|Buhera,2,1;
ZIM1402,1402,225ZIM,ZIM,12,6,1,99,99,99,1,1,1,1,3,3,0,3,2,1,1,1,1,2,2,1,0,97,97,54,1,18,1,0,2,5,4,3,0,0,0,5,1,3,2,0,0,0,1,1,1,4,1,1,1,3,3,3,3,3,3,4,3,1,3,4,2,4,0,2,1,9,9,9,5,5,2,2,2,2,4,1,1,99,1,1,1,1,1,3,6,4,5,9,5,2,3,997,1,4,99,4,9,9,9,3,4,1,1,4,4,3,9,1,4,4,99,9,29,3,3,1,0,0,0,1,2,2,0,0,0,0,0,0,1,99,1,1,1,1,.73587143,.73587143,1,18,27,16,Rural,,Midlands,Jobolingo - Rural,Jobolinko,Chief Nhema,#NULL!,3149,889539,1,Jobolinko Purchase Land,-19.73333,30.26667,AGRC,6295630|6255146|ZW|00,Earth|Africa|Zimbabwe|Jobolinko Purchase Land,2,1;
ZIM1403,1403,226ZIM,ZIM,12,1,3,99,99,99,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,4,4,55,2,65,2,0,99,5,5,5,2,2,2,0,2,2,1,11,0,0,3,2,2,2,2,2,2,4,1,1,1,2,1,1,1,1,1,1,1,1,2,1,9,9,1,1,9,9,4,4,4,9,4,3,3,99,1,1,1,1,9,4,4,4,4,3,9,5,99,62,3,4,99,1,1,2,5,1,1,1,1,9,9,1,1,2,3,3,99,19,9,1,1,0,0,0,0,2,1,2,0,9,9,9,9,4,0,0,1,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Mabelreign,Mabelreign,Harare,#NULL!,2802,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1404,1404,227ZIM,ZIM,12,1,1,99,99,99,1,3,1,1,5,9,0,4,1,0,0,0,4,4,4,1,1,4,1,60,2,33,1,1,2,5,0,3,2,1,2,3,2,2,1,11,0,0,1,1,1,1,1,1,1,4,4,4,1,4,98,1,2,1,1,1,2,1,2,1,1,1,9,1,5,99,5,5,3,3,2,1,1,99,1,1,1,1,3,3,3,3,2,2,5,3,3,997,1,2,99,1,1,1,1,1,2,4,4,1,4,1,1,1,1,1,99,9,9,1,1,1,1,1,0,1,2,3,3,4,3,3,0,4,3,1,4,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,Chigapa - Rural,Taru,Tanu BC Rural,#NULL!,2998,886761,4,Masvingo Province,-20.6,31.4,ADM1,6295630|6255146|ZW|08,Earth|Africa|Zimbabwe|Masvingo Province,1,1;
ZIM1405,1405,228ZIM,ZIM,12,5,1,99,99,99,2,2,2,1,6,0,1,2,5,1,0,1,4,1,2,1,0,97,97,99,1,24,2,1,2,0,0,0,1,0,1,1,2,3,1,11,0,0,2,2,4,4,1,1,1,9,4,4,4,3,1,8,8,1,1,1,2,4,0,2,5,9,9,9,4,5,4,4,5,5,4,1,1,99,2,2,2,4,2,6,6,4,5,4,5,3,3,997,2,5,99,3,3,3,9,3,1,1,4,1,3,2,3,4,1,3,99,9,32,9,9,1,1,1,0,1,2,3,0,3,3,0,0,9,0,0,1,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,Chingai,Chingai,Chief Munyikwa - Rural,#NULL!,3004,7453524,1,Munyikwa,-19.438669,31.51436,PPL,6295630|6255146|ZW|08|7453524,Earth|Africa|Zimbabwe|Masvingo Province|Munyikwa,2,1;
ZIM1406,1406,229ZIM,ZIM,12,6,1,99,99,99,2,2,1,1,4,0,1,3,4,1,1,1,4,3,4,2,1,4,1,99,2,17,2,1,1,5,5,4,1,1,1,1,2,0,1,7,0,0,1,1,2,2,1,1,2,1,4,1,4,4,3,1,4,1,1,4,2,1,2,4,9,9,1,1,2,2,2,1,4,4,4,2,2,99,2,1,3,1,1,4,4,4,5,1,4,1,1,72,2,5,99,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,99,9,29,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,1,1,1,.73587143,.73587143,1,18,0,22,Urban,,Masvingo,Triangle,Triangle,,#NULL!,3065,880015,1,Triangle,-21.033331,31.450001,PPL,6295630|6255146|ZW|08|893482|880015,Earth|Africa|Zimbabwe|Masvingo Province|Chiredzi District|Triangle,2,1;
ZIM1407,1407,230ZIM,ZIM,12,6,1,99,99,99,5,1,1,1,1,0,0,4,2,1,1,1,1,1,1,1,1,4,1,12,1,59,3,0,2,5,5,1,1,1,0,0,2,0,1,0,0,0,2,2,1,1,2,2,2,1,4,1,4,4,3,1,3,4,3,1,2,2,2,2,1,9,9,1,5,5,1,1,2,2,4,1,1,99,1,1,1,1,2,4,4,4,4,4,4,2,1,72,1,5,99,1,1,1,9,2,4,4,4,1,1,2,4,4,2,3,99,10,19,2,2,1,1,0,0,2,1,3,0,3,3,2,0,0,2,1,1,1,1,1,.73587143,.73587143,1,18,0,22,Rural,,Masvingo,Mapanzure,Tadzembwa,Tazemba - Rural,#NULL!,3024,11258502,1,Mapanzure,-20.39962,30.86639,PPL,6295630|6255146|ZW|08|11258502,Earth|Africa|Zimbabwe|Masvingo Province|Mapanzure,2,1;
ZIM1408,1408,231ZIM,ZIM,12,6,1,99,99,99,1,1,1,1,4,2,1,4,2,1,1,1,1,3,1,1,1,4,1,99,2,23,2,0,1,5,5,4,0,0,0,0,2,0,2,0,0,0,1,1,1,2,2,2,1,1,4,4,4,3,4,1,1,1,1,1,2,1,2,5,9,9,9,9,5,5,5,5,4,4,5,1,1,99,1,1,2,1,1,4,4,4,5,4,5,2,3,997,1,4,99,2,1,1,2,2,4,4,4,4,2,2,2,2,1,1,99,9,9,3,3,0,0,1,0,1,1,2,0,3,3,3,0,0,0,0,2,1,1,1,.73587143,.73587143,1,18,0,22,Urban,,Masvingo,Triangle,Triangle,Triangle,#NULL!,3066,880015,1,Triangle,-21.033331,31.450001,PPL,6295630|6255146|ZW|08|893482|880015,Earth|Africa|Zimbabwe|Masvingo Province|Chiredzi District|Triangle,2,1;
ZIM1409,1409,232ZIM,ZIM,12,5,1,99,99,99,1,1,1,1,4,2,1,2,1,1,0,0,4,1,4,2,3,97,97,99,2,70,0,0,2,0,0,0,2,1,1,2,1,3,1,11,0,0,1,4,2,2,2,4,4,4,4,3,4,4,3,3,4,1,1,1,2,3,1,2,1,9,9,9,5,4,5,5,4,4,5,1,1,99,2,1,4,2,2,6,6,4,5,4,4,2,3,997,4,4,99,3,9,9,9,4,2,3,3,3,3,3,3,6,3,3,99,27,29,9,9,1,1,1,0,1,2,3,0,3,0,0,0,0,2,2,1,1,1,1,.73587143,.73587143,1,18,27,15,Rural,,Manicaland,Buhera - Rural,Mdenden Buhera,Madende,#NULL!,2847,888041,1,Madende School,-19.174129,31.41222,SCH,6295630|6255146|ZW|01|888041,Earth|Africa|Zimbabwe|Manicaland|Madende School,3,1;
ZIM1410,1410,233ZIM,ZIM,12,5,1,99,99,99,1,1,1,1,1,0,1,4,1,0,0,1,4,4,4,4,1,4,1,99,1,39,2,1,2,1,1,1,2,2,1,2,2,2,1,4,0,0,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,4,4,4,2,1,2,1,1,1,9,1,4,2,4,4,3,4,1,1,1,99,1,1,1,1,1,4,4,4,1,4,5,1,3,997,1,1,99,1,1,1,1,4,1,2,2,2,2,4,1,1,1,1,99,19,9,1,1,1,1,0,0,1,2,3,0,3,2,0,0,0,3,1,4,1,1,1,.73587143,.73587143,1,18,27,22,Rural,,Masvingo,,Bikita,,#NULL!,2968,889953,3,Hurungwe,-16.41301,29.5858,ADM2,6295630|6255146|ZW|05|889953,Earth|Africa|Zimbabwe|Mashonaland West|Hurungwe,1,1;
ZIM1411,1411,234ZIM,ZIM,12,5,1,99,99,99,2,2,1,2,3,2,4,2,4,1,1,1,4,1,1,2,1,4,1,99,2,32,2,0,1,5,0,0,2,0,1,0,2,0,1,1,0,0,2,2,2,1,1,2,2,4,3,4,4,3,3,1,1,4,1,4,2,2,1,2,1,1,9,1,4,5,4,4,5,5,5,1,1,99,2,1,1,1,2,2,2,4,5,4,5,2,3,997,2,5,99,1,2,2,1,2,3,2,3,1,2,2,2,2,4,4,99,9,32,5,5,0,1,1,0,1,2,3,0,3,2,0,0,0,2,1,3,1,1,1,.73587143,.73587143,1,18,27,15,Rural,,Manicaland,Chirozva,Chirozva,,#NULL!,2851,887358,4,Manicaland,-19,32.416672,ADM1,6295630|6255146|ZW|01,Earth|Africa|Zimbabwe|Manicaland,1,1;
ZIM1412,1412,235ZIM,ZIM,12,5,1,99,99,99,1,1,1,2,4,1,1,1,2,0,1,0,3,1,2,1,1,4,2,99,1,66,1,0,1,0,0,0,2,1,1,1,2,3,1,11,0,0,2,2,1,1,2,1,2,9,4,4,4,3,3,1,1,4,1,4,2,3,0,2,1,1,9,9,5,4,4,4,4,3,4,1,1,99,2,2,4,2,2,4,2,5,5,4,5,2,3,997,3,4,99,2,1,1,5,4,4,4,4,3,3,3,3,1,4,4,99,9,16,5,5,0,1,1,0,1,2,3,0,3,3,0,0,0,2,2,4,1,1,1,.73587143,.73587143,1,18,27,16,Rural,,Midlands,Chirozva BC,Chirozva,Chief Chirozva,#NULL!,3135,886119,4,Midlands Province,-19.200001,29.799999,ADM1,6295630|6255146|ZW|02,Earth|Africa|Zimbabwe|Midlands Province,1,1;
ZIM1413,1413,236ZIM,ZIM,12,1,1,99,99,99,1,4,1,1,5,9,0,4,1,0,0,0,4,4,3,1,1,4,1,60,2,18,2,0,2,5,1,1,0,0,0,3,1,0,2,11,0,0,1,1,1,1,1,1,1,1,4,4,1,4,3,1,3,1,4,4,2,2,2,1,1,0,9,9,5,99,5,5,5,5,6,1,1,99,1,1,1,1,4,6,6,6,6,9,5,3,1,69,1,6,99,2,2,2,9,2,4,2,4,2,4,1,2,2,4,3,99,19,16,4,1,1,0,0,0,2,1,2,0,4,4,4,4,4,0,0,4,1,1,1,.73587143,.73587143,1,18,0,22,Rural,,Masvingo,Zengeya - rural,Devure Ranch,Devure Ranch,#NULL!,3069,892406,1,Devuli Ranch,-20.15,32.116669,FRM,6295630|6255146|ZW|08|892406,Earth|Africa|Zimbabwe|Masvingo Province|Devuli Ranch,3,1;
ZIM1414,1414,237ZIM,ZIM,12,2,3,99,99,99,4,5,6,3,2,2,2,3,5,8,8,1,2,1,3,2,1,1,1,50,1,31,2,2,2,5,3,1,2,1,5,1,2,3,1,5,0,0,1,2,4,9,3,2,3,4,2,1,3,2,4,2,4,1,4,3,1,3,1,5,9,1,1,1,5,2,2,1,3,4,6,4,4,99,2,2,2,2,1,1,3,5,6,3,3,2,1,69,3,2,99,2,1,1,5,2,2,1,4,3,2,2,2,1,9,1,99,27,19,9,5,0,1,9,1,2,1,2,2,3,4,1,2,2,0,0,4,1,1,1,.73587143,.73587143,1,18,0,16,Rural,,Midlands,Rupande,Rupanye,,#NULL!,3175,886119,4,Midlands Province,-19.200001,29.799999,ADM1,6295630|6255146|ZW|02,Earth|Africa|Zimbabwe|Midlands Province,1,1;
ZIM1415,1415,238ZIM,ZIM,12,1,2,99,99,99,1,3,5,1,6,1,4,2,2,8,1,1,3,2,9,9,3,1,97,59,2,73,1,1,1,5,3,0,2,1,0,0,1,3,3,80,0,0,2,3,4,9,1,2,4,1,4,4,3,2,4,1,2,2,4,4,9,3,0,4,9,9,9,9,9,1,1,3,5,2,2,4,4,99,1,2,4,4,3,1,3,2,4,3,3,3,9,997,3,1,99,1,1,2,4,2,4,1,1,3,9,1,2,2,9,1,99,9,19,5,2,0,1,0,9,1,9,3,2,2,1,4,2,3,0,0,4,1,1,1,.73587143,.73587143,1,2,990,23,Urban,,Harare,Dzivaresekwa,Dzivaresekwa,Harare,#NULL!,2787,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM1416,1416,239ZIM,ZIM,12,6,2,99,99,99,1,2,3,5,4,3,5,3,99,8,1,8,2,3,1,2,1,3,2,60,2,24,2,0,2,5,5,0,1,1,2,1,1,3,2,11,0,0,1,2,3,2,4,1,2,9,2,3,2,2,3,1,4,1,1,1,2,2,1,99,1,0,1,1,5,1,1,2,3,4,6,4,4,99,1,2,2,2,2,1,3,4,5,3,2,4,3,997,2,2,99,1,1,2,9,1,2,3,1,4,1,1,1,2,9,1,99,9,29,2,4,1,0,1,0,1,8,2,3,3,2,4,2,3,0,0,3,1,1,1,.73587143,.73587143,1,18,998,22,Urban,,Masvingo,Mucheke,Ruponeso Mucheke,Masvingo,#NULL!,3034,886762,3,Masvingo District,-20.31481,30.90008,ADM2,6295630|6255146|ZW|08|886762,Earth|Africa|Zimbabwe|Masvingo Province|Masvingo District,1,1;
